feature,x,score
avg_stop_sequence_pct,0.5320975858766557,0.01224
avg_stop_sequence_pct,0.532344158719021,0.01248
avg_stop_sequence_pct,0.5325086805555556,0.01289
avg_stop_sequence_pct,0.532681007505254,0.013
avg_stop_sequence_pct,0.5332397754611067,0.01269
avg_stop_sequence_pct,0.5335799859055673,0.01272
avg_stop_sequence_pct,0.5343286267068774,0.01335
avg_stop_sequence_pct,0.5346939406899087,0.01358
avg_stop_sequence_pct,0.5350880966216658,0.01404
avg_stop_sequence_pct,0.5351917613636363,0.015
avg_stop_sequence_pct,0.535658828060191,0.01561
avg_stop_sequence_pct,0.5363025296380884,0.01615
avg_stop_sequence_pct,0.5372489429175475,0.0172
avg_stop_sequence_pct,0.5375000000000001,0.01745
avg_stop_sequence_pct,0.5376933437677307,0.0174
avg_stop_sequence_pct,0.5384104879794536,0.01702
avg_stop_sequence_pct,0.5386828428053128,0.01667
avg_stop_sequence_pct,0.5388564539164239,0.01672
avg_stop_sequence_pct,0.5389276494115203,0.01664
avg_stop_sequence_pct,0.5392244088115405,0.01068
avg_stop_sequence_pct,0.5395134605732432,0.00966
avg_stop_sequence_pct,0.539856823324973,0.00953
avg_stop_sequence_pct,0.5403826634197786,0.00878
avg_stop_sequence_pct,0.5406704955092358,0.00791
avg_stop_sequence_pct,0.541205732018985,0.00704
avg_stop_sequence_pct,0.5417654427736887,0.00668
avg_stop_sequence_pct,0.5419142522974982,0.00575
avg_stop_sequence_pct,0.5421526067323481,0.00499
avg_stop_sequence_pct,0.5423445197044334,0.00435
avg_stop_sequence_pct,0.5423588875205254,0.00378
avg_stop_sequence_pct,0.5425752024991002,0.00159
avg_stop_sequence_pct,0.5428828077908379,0.0009
avg_stop_sequence_pct,0.5430679527459306,-0.00033
avg_stop_sequence_pct,0.543251386856038,-0.03147
avg_stop_sequence_pct,0.5442340465408508,-0.03276
avg_stop_sequence_pct,0.5453907943389009,-0.03524
avg_stop_sequence_pct,0.5455348504199079,-0.03672
avg_stop_sequence_pct,0.5457499146865745,-0.03831
avg_stop_sequence_pct,0.5458861130659161,-0.03984
avg_stop_sequence_pct,0.5459682148721557,-0.04174
avg_stop_sequence_pct,0.5460503166783954,-0.04312
avg_stop_sequence_pct,0.546301497744246,-0.04527
avg_stop_sequence_pct,0.5469285645291666,-0.04668
avg_stop_sequence_pct,0.548450847889838,-0.04899
avg_stop_sequence_pct,0.5498414376321353,-0.04994
avg_stop_sequence_pct,0.550390625,-0.05148
avg_stop_sequence_pct,0.5509717048768592,-0.05259
avg_stop_sequence_pct,0.5513329611988448,-0.05382
avg_stop_sequence_pct,0.5522143875889921,-0.05546
avg_stop_sequence_pct,0.553508991008991,-0.05731
avg_stop_sequence_pct,0.5537346212512808,-0.05841
avg_stop_sequence_pct,0.5557997529938885,-0.05917
avg_stop_sequence_pct,0.5588423295454545,-0.05965
avg_stop_sequence_pct,0.5591437632135307,-0.0573
avg_stop_sequence_pct,0.5592930664650237,-0.05772
avg_stop_sequence_pct,0.5599310285504597,-0.0582
avg_stop_sequence_pct,0.5605393010565425,-0.05866
avg_stop_sequence_pct,0.5606499626539394,-0.05917
avg_stop_sequence_pct,0.562450116356158,-0.05972
avg_stop_sequence_pct,0.5643087526425099,-0.06018
avg_stop_sequence_pct,0.5652287470092765,-0.06069
avg_stop_sequence_pct,0.5665087849832915,-0.0611
avg_stop_sequence_pct,0.5685045468354939,-0.0621
avg_stop_sequence_pct,0.5711418578106557,-0.06332
avg_stop_sequence_pct,0.5718428857963742,-0.0642
avg_stop_sequence_pct,0.5740368782310747,-0.0669
avg_stop_sequence_pct,0.5742373140723249,-0.06804
avg_stop_sequence_pct,0.57442438699907,-0.06935
avg_stop_sequence_pct,0.5749614117411341,-0.07096
avg_stop_sequence_pct,0.575543751693177,-0.07114
avg_stop_sequence_pct,0.5757884073291051,-0.07117
avg_stop_sequence_pct,0.5765591950057963,-0.06856
avg_stop_sequence_pct,0.5773884579641692,-0.06888
avg_stop_sequence_pct,0.5783070277757527,-0.06929
avg_stop_sequence_pct,0.5796507539818905,-0.06981
avg_stop_sequence_pct,0.5812279545907644,-0.07014
avg_stop_sequence_pct,0.5819077315685046,-0.0714
avg_stop_sequence_pct,0.5827060920234537,-0.07191
avg_stop_sequence_pct,0.5833205448849053,-0.07267
avg_stop_sequence_pct,0.5833333333333334,-0.07377
avg_stop_sequence_pct,0.584378103907663,-0.07435
avg_stop_sequence_pct,0.5866166336313763,-0.07475
avg_stop_sequence_pct,0.5884410079351914,-0.07532
avg_stop_sequence_pct,0.5902411825663032,-0.0759
avg_stop_sequence_pct,0.5907738530208487,-0.07717
avg_stop_sequence_pct,0.5909758196518928,-0.07751
avg_stop_sequence_pct,0.5913004949765681,-0.07949
avg_stop_sequence_pct,0.5933059941295942,-0.08153
avg_stop_sequence_pct,0.596951393241975,-0.08343
avg_stop_sequence_pct,0.598828125,-0.08545
avg_stop_sequence_pct,0.6000000000000001,-0.08602
avg_stop_sequence_pct,0.6016317016317017,-0.08751
avg_stop_sequence_pct,0.604354734620987,-0.08823
avg_stop_sequence_pct,0.6052984775641026,-0.08894
avg_stop_sequence_pct,0.6087715389185977,-0.08883
avg_stop_sequence_pct,0.611820524037338,-0.09136
avg_stop_sequence_pct,0.6127199131490433,-0.09492
avg_stop_sequence_pct,0.614061602755104,-0.09713
avg_stop_sequence_pct,0.6178660985472897,-0.09981
avg_stop_sequence_pct,0.6209919957921856,-0.1028
avg_stop_sequence_pct,0.6211529356060606,-0.10235
avg_stop_sequence_pct,0.6223138173457348,-0.10187
avg_stop_sequence_pct,0.624678149426837,-0.08738
avg_stop_sequence_pct,0.6274235176871628,-0.08096
avg_stop_sequence_pct,0.637986776672908,-0.08555
avg_stop_sequence_pct,0.6584854655578339,-0.11231
avg_stop_sequence_pct,0.6923958037096724,-0.17049
num_directions,2.0,-0.02075
avg_route_length_km,187.32509736855096,0.03133
avg_route_length_km,188.20870091207934,0.02298
avg_route_length_km,191.26751842038132,0.01929
avg_route_length_km,197.23676233186282,0.01531
avg_route_length_km,203.6377274051618,0.01176
avg_route_length_km,209.42279206394684,0.00867
avg_route_length_km,216.60284893303088,0.00619
avg_route_length_km,222.45604051466267,0.00277
avg_route_length_km,232.55618780760238,0.00034
avg_route_length_km,245.28817040399983,-0.00372
avg_route_length_km,249.77126995219933,-0.00676
avg_route_length_km,249.77126995219936,-0.00479
avg_route_length_km,251.02818474784908,-0.0031
avg_route_length_km,253.39210706994265,-0.00123
avg_route_length_km,278.3839591373335,-0.00086
avg_route_length_km,334.84459222784534,-9e-05
avg_route_length_km,373.3084447948181,0.00137
avg_route_length_km,382.1460068286856,0.00332
avg_route_length_km,386.8102980118393,0.00698
avg_route_length_km,390.9370580815189,0.01056
avg_route_length_km,403.0722665621647,0.01355
avg_route_length_km,415.214497522962,0.0169
avg_route_length_km,417.633486906099,0.02159
avg_route_length_km,418.3495653032372,0.02543
avg_route_length_km,420.8021629886196,0.03038
avg_route_length_km,425.87587777685695,0.15255
avg_route_length_km,436.12933316247586,0.16252
avg_route_length_km,444.9195467004861,0.16367
avg_route_length_km,452.84889925411426,0.16428
avg_route_length_km,468.29597961163074,0.16561
avg_route_length_km,478.82903898838686,0.16726
avg_route_length_km,480.5728522464061,0.16796
avg_route_length_km,481.8910126828516,0.16986
avg_route_length_km,486.9938864757192,0.2065
avg_route_length_km,491.96832866780176,0.21263
avg_route_length_km,496.71247258717307,0.21712
avg_route_length_km,502.1294244243776,0.21927
avg_route_length_km,505.41416445036714,0.22081
avg_route_length_km,514.2022586381129,0.22223
avg_route_length_km,521.5442070460981,0.22335
avg_route_length_km,522.8156700303869,0.22457
avg_route_length_km,526.4046257915534,0.2239
avg_route_length_km,531.8899000560587,0.22433
avg_route_length_km,538.859535107476,0.22458
avg_route_length_km,547.0779546711701,0.22443
avg_route_length_km,552.9519955807305,0.22473
avg_route_length_km,557.0229365906571,0.2243
avg_route_length_km,568.8096344951623,0.22391
avg_route_length_km,582.5400477926335,0.22381
avg_route_length_km,587.5027276658125,0.22367
avg_route_length_km,598.2985108575225,0.22464
avg_route_length_km,629.2905935111035,0.22665
avg_route_length_km,666.8172872795716,0.22587
avg_route_length_km,702.6013391617962,0.22493
avg_route_length_km,727.6691938658164,0.22375
avg_route_length_km,741.118038199406,0.22256
avg_route_length_km,764.6669921767573,0.221
avg_route_length_km,780.8840362250395,0.22028
avg_route_length_km,786.6992901286674,0.21927
avg_route_length_km,792.5798354868564,0.21816
avg_route_length_km,804.4761865477526,0.21772
avg_route_length_km,817.2979827092479,0.21786
avg_route_length_km,819.7786327561903,0.21765
avg_route_length_km,829.7853179656474,0.23426
avg_route_length_km,841.364324266417,0.23392
avg_route_length_km,848.7454694101675,0.23291
avg_route_length_km,862.3785408784715,0.229
avg_route_length_km,881.3829991419605,0.22752
avg_route_length_km,896.2960228748193,0.22628
avg_route_length_km,903.472781183386,0.22464
avg_route_length_km,907.1211508523804,0.22255
avg_route_length_km,909.3442299721967,0.2212
avg_route_length_km,911.4225365531817,0.21939
avg_route_length_km,921.769395095415,0.21649
avg_route_length_km,934.4496663178793,0.21463
avg_route_length_km,938.1105048209363,0.21104
avg_route_length_km,941.120867520755,0.20886
avg_route_length_km,944.5456778403532,0.22809
avg_route_length_km,965.7543940605094,0.2204
avg_route_length_km,998.7914978738077,0.21493
avg_route_length_km,1034.089460001916,0.20967
avg_route_length_km,1066.7262288337297,0.20162
avg_route_length_km,1076.9171041008271,0.16282
avg_route_length_km,1086.6180328183227,0.1531
avg_route_length_km,1096.7936658835035,0.14234
avg_route_length_km,1100.7974060434758,0.06591
avg_route_length_km,1121.3631473480289,0.05638
avg_route_length_km,1139.2362084193937,0.02728
avg_route_length_km,1142.4936296835185,0.00342
avg_route_length_km,1150.6144484339152,0.00054
avg_route_length_km,1169.0293472506805,-0.00335
avg_route_length_km,1184.5135194373966,-0.00886
avg_route_length_km,1196.9034379611408,-0.0137
avg_route_length_km,1210.5902565226454,-0.01719
avg_route_length_km,1220.6605369101464,-0.02097
avg_route_length_km,1232.370203618977,-0.02604
avg_route_length_km,1252.564014903755,-0.03284
avg_route_length_km,1275.2715734241458,-0.03931
avg_route_length_km,1313.9391710660534,-0.04617
avg_route_length_km,1355.7499604610355,-0.05131
avg_route_length_km,1382.991213014121,-0.0542
avg_route_length_km,1471.6717252475519,-0.0566
avg_route_length_km,1545.3700098233717,-0.05961
avg_route_length_km,1554.148914942914,-0.06546
avg_route_length_km,1581.3785594420704,-0.0706
avg_route_length_km,1610.6220074583944,-0.07427
avg_route_length_km,1626.5730285406485,-0.08019
avg_route_length_km,1647.2391980275643,-0.08621
avg_route_length_km,1708.1952691302567,-0.09167
avg_route_length_km,1766.9980401418482,-0.09829
avg_route_length_km,1831.7173054123573,-0.10428
avg_route_length_km,1893.4344270325219,-0.10722
avg_route_length_km,1904.422284249359,-0.11232
avg_route_length_km,1967.7461175363267,-0.1179
avg_route_length_km,2064.1269413546715,-0.12193
avg_route_length_km,2224.8226596373606,-0.12776
avg_route_length_km,2360.029661099368,-0.13395
avg_route_length_km,2472.304474240442,-0.19768
avg_route_length_km,2630.353278668569,-0.20778
avg_route_length_km,2727.303934342104,-0.21648
avg_route_length_km,2775.9907186497803,-0.2193
avg_route_length_km,2792.683330412412,-0.22132
avg_route_length_km,2812.566898926734,-0.21987
avg_route_length_km,2896.895219517535,-0.21563
max_route_length_km,189.0923044556077,0.00642
max_route_length_km,191.26751842038132,-0.00221
max_route_length_km,197.23676233186282,-0.01474
max_route_length_km,206.81585693735576,-0.02713
max_route_length_km,231.18609577417007,-0.0362
max_route_length_km,276.0200368152399,-0.02144
max_route_length_km,334.84459222784534,-0.01132
max_route_length_km,373.3084447948181,0.00647
max_route_length_km,398.41499785916244,0.02236
max_route_length_km,418.3495653032372,0.03925
max_route_length_km,424.1393584886128,0.06197
max_route_length_km,436.12933316247586,0.06698
max_route_length_km,462.1104403160218,0.06955
max_route_length_km,494.3070453221703,0.07369
max_route_length_km,518.3697072295504,0.0726
max_route_length_km,538.6466373048527,0.07702
max_route_length_km,552.2571006446362,0.08094
max_route_length_km,610.382697177072,0.08394
max_route_length_km,698.7716280299355,0.07987
max_route_length_km,794.5280890867675,0.08496
max_route_length_km,900.4907464801117,0.08795
max_route_length_km,1045.2420270895736,-0.03919
max_route_length_km,1150.6144484339152,-0.03369
max_route_length_km,1250.3509550886115,-0.03082
max_route_length_km,1355.7499604610355,-0.03247
max_route_length_km,1455.4480802376465,-0.03341
max_route_length_km,1649.5067465074749,-0.03598
max_route_length_km,1819.6041658143822,-0.04305
max_route_length_km,1895.3112883017288,-0.04755
max_route_length_km,2295.9357752270453,-0.05813
max_route_length_km,2743.996546104736,-0.06001
max_route_length_km,2812.566898926734,0.01557
max_route_length_km,2896.895219517535,0.05391
pct_long_distance,0.0,0.20417
pct_long_distance,0.16666666666666666,0.21565
pct_long_distance,0.41666666666666663,0.22153
pct_long_distance,0.513157894736842,0.20048
pct_long_distance,0.5631578947368421,0.17967
pct_long_distance,0.6333333333333333,0.15663
pct_long_distance,0.7083333333333333,0.11719
pct_long_distance,0.775,0.06291
pct_long_distance,0.8285714285714285,0.00474
pct_long_distance,0.873015873015873,-0.0495
pct_long_distance,0.8944444444444444,-0.10419
pct_long_distance,0.95,-0.16136
pct_drove_alone,0.0568639608713875,0.25829
pct_drove_alone,0.32354702133170155,0.24968
pct_drove_alone,0.4160524995574403,0.01442
pct_drove_alone,0.5093916030161363,0.01034
pct_drove_alone,0.5173853847608658,0.00807
pct_drove_alone,0.5339499676844341,0.00548
pct_drove_alone,0.5361299171644063,0.00297
pct_drove_alone,0.5404454038433133,0.00084
pct_drove_alone,0.5511256157410924,-0.00078
pct_drove_alone,0.5611528787513502,0.06978
pct_drove_alone,0.5653510304999647,0.07337
pct_drove_alone,0.5768489090248654,0.08896
pct_drove_alone,0.5840378228212721,0.09038
pct_drove_alone,0.5936397071758028,0.08778
pct_drove_alone,0.6026950832962481,0.08512
pct_drove_alone,0.6097956924358465,0.08484
pct_drove_alone,0.6142303152113171,0.08148
pct_drove_alone,0.6159999044067872,0.07939
pct_drove_alone,0.6170179462824178,0.07633
pct_drove_alone,0.617750866573482,0.07508
pct_drove_alone,0.6188567270427978,0.07261
pct_drove_alone,0.6252742232094628,0.07103
pct_drove_alone,0.6317119220842644,0.06981
pct_drove_alone,0.6345494767480009,0.06815
pct_drove_alone,0.6366647695379611,0.06644
pct_drove_alone,0.6381582401240188,0.06555
pct_drove_alone,0.6427363047441166,0.06448
pct_drove_alone,0.6463997481153863,0.06463
pct_drove_alone,0.6524641104945402,0.0639
pct_drove_alone,0.6544206036421811,0.06062
pct_drove_alone,0.6556007412741476,0.06075
pct_drove_alone,0.6580567055801088,0.06055
pct_drove_alone,0.6594411301267037,0.06004
pct_drove_alone,0.6611359729883809,0.05947
pct_drove_alone,0.6624638242344898,0.05908
pct_drove_alone,0.6641717071490522,0.05939
pct_drove_alone,0.6661157830810136,0.06045
pct_drove_alone,0.6662683603927426,0.06043
pct_drove_alone,0.6671224928689568,0.07962
pct_drove_alone,0.6680983565952803,0.07958
pct_drove_alone,0.6701920494032947,0.07958
pct_drove_alone,0.6732099074714095,0.07929
pct_drove_alone,0.6754734676915466,0.07942
pct_drove_alone,0.6758138257339694,0.07698
pct_drove_alone,0.6771388735354018,0.0759
pct_drove_alone,0.6806463968031604,0.07597
pct_drove_alone,0.6856955610116167,0.07549
pct_drove_alone,0.6886739750666858,0.0752
pct_drove_alone,0.6920761274212971,0.07528
pct_drove_alone,0.6934324313265101,0.07469
pct_drove_alone,0.694209985273359,0.07433
pct_drove_alone,0.6959953707951761,0.07346
pct_drove_alone,0.6977427869520099,0.06504
pct_drove_alone,0.6990279297384985,0.0494
pct_drove_alone,0.6992028528922718,0.04471
pct_drove_alone,0.6993900741121386,0.04388
pct_drove_alone,0.7010800328225304,0.04361
pct_drove_alone,0.7013176578463864,0.04318
pct_drove_alone,0.7016028023335437,0.04186
pct_drove_alone,0.7025847347335417,0.04077
pct_drove_alone,0.7041251550287837,0.03878
pct_drove_alone,0.7049499949967309,0.03874
pct_drove_alone,0.7060305119238499,0.03802
pct_drove_alone,0.7071078513646207,0.03832
pct_drove_alone,0.7071431089079694,0.03879
pct_drove_alone,0.7074216425216622,0.03855
pct_drove_alone,0.7077928720743876,0.03859
pct_drove_alone,0.7081880109871996,0.03655
pct_drove_alone,0.7085897771115234,0.03495
pct_drove_alone,0.7095185197484406,0.03459
pct_drove_alone,0.7133789984902255,0.0333
pct_drove_alone,0.7139960173563902,0.03327
pct_drove_alone,0.7154521824142257,0.0333
pct_drove_alone,0.7167676357110463,0.03171
pct_drove_alone,0.7170716719739486,0.03059
pct_drove_alone,0.7173875697528083,0.02941
pct_drove_alone,0.7178455397922134,0.02932
pct_drove_alone,0.7182586505703078,0.02851
pct_drove_alone,0.7188163435639217,0.02803
pct_drove_alone,0.7198029997162267,0.02824
pct_drove_alone,0.7213292951779575,0.02804
pct_drove_alone,0.7222907081413843,0.02634
pct_drove_alone,0.722835410542631,0.02639
pct_drove_alone,0.7237638159553909,0.02487
pct_drove_alone,0.7239733209269578,0.02405
pct_drove_alone,0.7242333459496086,0.02335
pct_drove_alone,0.7254527075644287,0.02299
pct_drove_alone,0.7256886049060909,0.02166
pct_drove_alone,0.7263267878729984,0.02104
pct_drove_alone,0.7265806433561046,0.01918
pct_drove_alone,0.7270225226534324,0.01712
pct_drove_alone,0.7289504061425165,0.01638
pct_drove_alone,0.7292268670240234,0.0142
pct_drove_alone,0.7296376336551637,0.01381
pct_drove_alone,0.7301229240295706,0.01197
pct_drove_alone,0.730919955962116,0.01054
pct_drove_alone,0.7316889139762571,0.00861
pct_drove_alone,0.7332416815790439,0.00726
pct_drove_alone,0.7337888670926391,0.0046
pct_drove_alone,0.7339533275919038,0.00441
pct_drove_alone,0.734380306265161,0.00374
pct_drove_alone,0.7350470645603193,0.00309
pct_drove_alone,0.7357609891171193,0.00223
pct_drove_alone,0.7370118860384254,0.00225
pct_drove_alone,0.7376247861541976,0.00194
pct_drove_alone,0.7378899660230251,0.00162
pct_drove_alone,0.7379442279008531,0.00105
pct_drove_alone,0.7401458687419434,0.00022
pct_drove_alone,0.741663680671002,-0.00144
pct_drove_alone,0.7423068108161682,-0.00167
pct_drove_alone,0.7429988746883855,-0.0024
pct_drove_alone,0.7448491570779793,-0.00387
pct_drove_alone,0.7453414776471083,-0.0057
pct_drove_alone,0.7461031636774477,-0.0081
pct_drove_alone,0.7467516079128953,-0.00942
pct_drove_alone,0.7474305468263085,-0.00996
pct_drove_alone,0.7480038834772232,-0.0105
pct_drove_alone,0.7483914258387251,-0.01232
pct_drove_alone,0.7504324513969018,-0.01463
pct_drove_alone,0.7521101452866144,-0.01533
pct_drove_alone,0.7524332044652743,-0.01573
pct_drove_alone,0.7532624088225437,-0.01578
pct_drove_alone,0.7540749714866011,-0.01824
pct_drove_alone,0.7548134781036361,-0.01772
pct_drove_alone,0.7565599447162119,-0.01728
pct_drove_alone,0.7574407505852702,-0.00075
pct_drove_alone,0.7579879119709283,0.00811
pct_drove_alone,0.7597929214170411,0.00824
pct_drove_alone,0.761209298405313,0.00794
pct_drove_alone,0.7616858291849693,0.02143
pct_drove_alone,0.7620311776178976,0.01895
pct_drove_alone,0.7622711328100311,0.01879
pct_drove_alone,0.7626619097552758,0.01619
pct_drove_alone,0.7630069574931023,0.01603
pct_drove_alone,0.7633508006543157,0.0215
pct_drove_alone,0.7645601621641473,0.02103
pct_drove_alone,0.7655932759773074,0.01955
pct_drove_alone,0.7664355968666039,0.019
pct_drove_alone,0.7667813009025131,0.0178
pct_drove_alone,0.766885724517564,0.01699
pct_drove_alone,0.7670918703504368,0.01602
pct_drove_alone,0.7685898018222421,0.01362
pct_drove_alone,0.7702702301796869,0.01207
pct_drove_alone,0.7729322118546762,0.01155
pct_drove_alone,0.7735716668020034,0.0109
pct_drove_alone,0.7737585108404449,0.00881
pct_drove_alone,0.7740614769477436,0.00768
pct_drove_alone,0.774390315876497,0.00742
pct_drove_alone,0.7745464232623704,0.00673
pct_drove_alone,0.7753509267745462,0.00406
pct_drove_alone,0.776065969269219,0.00243
pct_drove_alone,0.7766090859586418,0.00071
pct_drove_alone,0.7767619759624923,-0.00142
pct_drove_alone,0.777442882469531,-0.0033
pct_drove_alone,0.7780957777467757,-0.00335
pct_drove_alone,0.7782134751695666,-0.00331
pct_drove_alone,0.7784911347598342,-0.00256
pct_drove_alone,0.7789246104812255,-0.00415
pct_drove_alone,0.7797067117856431,-0.00394
pct_drove_alone,0.780219406626812,-0.00655
pct_drove_alone,0.780901905552182,-0.00609
pct_drove_alone,0.7819219331433032,-0.0077
pct_drove_alone,0.78250190387004,-0.00641
pct_drove_alone,0.782765012662304,-0.00645
pct_drove_alone,0.7830236980297778,-0.00454
pct_drove_alone,0.7833658693317029,-0.00545
pct_drove_alone,0.7841560642893162,-0.00619
pct_drove_alone,0.7847129630570204,-0.00663
pct_drove_alone,0.7853871315552582,-0.00769
pct_drove_alone,0.7858274877496496,-0.0082
pct_drove_alone,0.7859525275589372,-0.01195
pct_drove_alone,0.7875419340456944,-0.01399
pct_drove_alone,0.7884599311034775,-0.01667
pct_drove_alone,0.7893625189998541,-0.01744
pct_drove_alone,0.7903293244680039,-0.01844
pct_drove_alone,0.7913777820212884,-0.01893
pct_drove_alone,0.7915413360322445,-0.02
pct_drove_alone,0.7917631203376316,-0.02127
pct_drove_alone,0.792062631429908,-0.02305
pct_drove_alone,0.7925055407863791,-0.0249
pct_drove_alone,0.7936765956246462,-0.02697
pct_drove_alone,0.7939610025301138,-0.02909
pct_drove_alone,0.7943894639036657,-0.03087
pct_drove_alone,0.7951242301655187,-0.03289
pct_drove_alone,0.7955344164795464,-0.03372
pct_drove_alone,0.7959319103831984,-0.03796
pct_drove_alone,0.7964634006261591,-0.04139
pct_drove_alone,0.7974903050512266,-0.04449
pct_drove_alone,0.8000013706920439,-0.04844
pct_drove_alone,0.800542487956986,-0.05067
pct_drove_alone,0.8008384031180072,-0.05428
pct_drove_alone,0.8014711117141871,-0.05642
pct_drove_alone,0.8020207190586577,-0.05797
pct_drove_alone,0.8021937678118629,-0.06103
pct_drove_alone,0.8023682200587372,-0.06361
pct_drove_alone,0.8027986352562628,-0.06512
pct_drove_alone,0.803231862940293,-0.07075
pct_drove_alone,0.8034854913206512,-0.07264
pct_drove_alone,0.8037879646729806,-0.07397
pct_drove_alone,0.8040416483244288,-0.07594
pct_drove_alone,0.8046097293320819,-0.07884
pct_drove_alone,0.8048671691107059,-0.08126
pct_drove_alone,0.8051390869139583,-0.08284
pct_drove_alone,0.8053085496964649,-0.0852
pct_drove_alone,0.8062772580985469,-0.08637
pct_drove_alone,0.807423824690614,-0.08736
pct_drove_alone,0.8076680444187079,-0.09003
pct_drove_alone,0.8081481126666432,-0.09192
pct_drove_alone,0.8090195383819528,-0.09531
pct_drove_alone,0.8097559075273094,-0.09931
pct_drove_alone,0.8099491414322223,-0.10201
pct_drove_alone,0.8109988752458508,-0.10526
pct_drove_alone,0.8117887614253054,-0.10859
pct_drove_alone,0.8133570946626152,-0.1113
pct_drove_alone,0.814370479098637,-0.11645
pct_drove_alone,0.8158368199001242,-0.12115
pct_drove_alone,0.817061577575994,-0.12455
pct_drove_alone,0.8182390746544361,-0.12715
pct_drove_alone,0.8192238096025825,-0.13019
pct_drove_alone,0.8201844779111633,-0.13283
pct_drove_alone,0.8216371476548403,-0.13579
pct_drove_alone,0.8238548136089974,-0.14037
pct_drove_alone,0.8251700198127917,-0.14325
pct_drove_alone,0.8259478449234838,-0.14583
pct_drove_alone,0.8262716748576028,-0.14828
pct_drove_alone,0.826710772018351,-0.15084
pct_drove_alone,0.828799361267492,-0.15562
pct_drove_alone,0.8301710464926355,-0.15741
pct_drove_alone,0.8316354107521385,-0.16044
pct_drove_alone,0.83250853664307,-0.16495
pct_drove_alone,0.8328841996960836,-0.16819
pct_drove_alone,0.8348936806666172,-0.17264
pct_drove_alone,0.8360576556564243,-0.17507
pct_drove_alone,0.8364800501091467,-0.17932
pct_drove_alone,0.8375362183759532,-0.18373
pct_drove_alone,0.8389467458103883,-0.1806
pct_drove_alone,0.8399915403774318,-0.18506
pct_drove_alone,0.8418789262176121,-0.18842
pct_drove_alone,0.8435789153831282,-0.19635
pct_drove_alone,0.8438592975779542,-0.20099
pct_drove_alone,0.8450968014875557,-0.20491
pct_drove_alone,0.8467000876450677,-0.21152
pct_drove_alone,0.8491198462288365,-0.21965
pct_drove_alone,0.8535762188492715,-0.2285
pct_drove_alone,0.8577248686992627,-0.23529
pct_drove_alone,0.86134634594574,-0.24137
pct_drove_alone,0.8638632397541106,-0.24773
pct_drove_alone,0.864588049527551,-0.25041
pct_drove_alone,0.8651492448702592,-0.24955
pct_drove_alone,0.8664317002818821,-0.25361
pct_drove_alone,0.8685664869835488,-0.25153
pct_drove_alone,0.8725150020061743,-0.25203
pct_drove_alone,0.8766553463644954,-0.25165
pct_public_transit,0.0,-0.21287
pct_public_transit,4.4365572315882877e-05,-0.16527
pct_public_transit,0.00015999682862975,-0.1624
pct_public_transit,0.00022635233998065,-0.16167
pct_public_transit,0.0003102116549276,-0.16389
pct_public_transit,0.00046229960382155,-0.16337
pct_public_transit,0.000572715191602,-0.16354
pct_public_transit,0.00060838420627145,-0.16144
pct_public_transit,0.0006400823513673,-0.16021
pct_public_transit,0.00066538992804375,-0.15908
pct_public_transit,0.00068895498762025,-0.15568
pct_public_transit,0.00070778044081425,-0.15295
pct_public_transit,0.00072341684550425,-0.15217
pct_public_transit,0.0008257157231152501,-0.15088
pct_public_transit,0.0008393295156056001,-0.14999
pct_public_transit,0.00086363664490805,-0.14927
pct_public_transit,0.00089679337424115,-0.14878
pct_public_transit,0.0009387116549640501,-0.1451
pct_public_transit,0.0009719912501159999,-0.14396
pct_public_transit,0.0010179678765225501,-0.13578
pct_public_transit,0.0010441597266821001,-0.10078
pct_public_transit,0.00106808934871495,-0.08781
pct_public_transit,0.0011858659709884502,-0.05409
pct_public_transit,0.0012010119042246501,-0.05266
pct_public_transit,0.0012124473772181,-0.05112
pct_public_transit,0.0012556719906121,-0.04954
pct_public_transit,0.00131663951902195,-0.04465
pct_public_transit,0.001346744105166,-0.04387
pct_public_transit,0.00136751396270885,-0.04293
pct_public_transit,0.0013960499470901501,-0.04153
pct_public_transit,0.0014589321955981,-0.04043
pct_public_transit,0.00152145966035135,-0.03892
pct_public_transit,0.0015468443655388,-0.03718
pct_public_transit,0.00156359956487085,-0.03565
pct_public_transit,0.00158972055712665,-0.03416
pct_public_transit,0.0016351361782900998,-0.03289
pct_public_transit,0.0017022086631403501,-0.03106
pct_public_transit,0.00180441690696115,-0.02975
pct_public_transit,0.0018563663117241,-0.02904
pct_public_transit,0.0018674474396742,-0.02765
pct_public_transit,0.0019053746141933,-0.02586
pct_public_transit,0.00194129762875445,-0.02534
pct_public_transit,0.00194798954859465,-0.02351
pct_public_transit,0.00196033047721695,-0.0215
pct_public_transit,0.00197307022420995,-0.02049
pct_public_transit,0.0019880282015870996,-0.01867
pct_public_transit,0.00200409443266955,-0.01677
pct_public_transit,0.00202598970209825,-0.01656
pct_public_transit,0.0021087840558763503,-0.01633
pct_public_transit,0.00213884253595355,-0.01428
pct_public_transit,0.00216950550788235,-0.01445
pct_public_transit,0.00223421071408845,-0.01467
pct_public_transit,0.00234989093584315,-0.01449
pct_public_transit,0.0024566969384531,-0.01451
pct_public_transit,0.0027207742036660498,-0.01451
pct_public_transit,0.00274112615704,-0.01385
pct_public_transit,0.0027477172876809,-0.0133
pct_public_transit,0.0028539011881163,-0.01424
pct_public_transit,0.0029513991649497,-0.01328
